playlist_id,track_ids
7614,2706752 3690005 3764500 2828149 112767
7692,3139217 2820855 522287 3666925 3126815
7816,932946 2621594 2542321 2762406 639543
8225,2609171 2863395 3687848 2828149 2384104
8337,1156143 2465700 276186 2256913 3615514
8369,3842207 3251559 1903689 920338 3515396
8446,2831855 1713684 1069197 2851964 2398951
8559,360800 3670757 1321053 2454612 152898
8636,1563309 306786 2146850 183353 1807375
9344,2788956 1338735 912887 3001581 776195
9444,1409854 3609618 2529923 3034536 1748301
10050,1896558 3498036 1969864 3173841 1709150
10732,3473132 258314 3137064 690649 3626648
11314,2488394 416373 2789282 1462064 1297748
12268,3173993 1062578 2918420 1354846 2830705
13164,2763511 1082490 1796561 1683478 416373
13957,3826915 3431460 820620 703393 2618210
14097,2924915 399044 2273953 1819065 3147559
14632,908580 2136509 3745303 2518438 2882303
14952,1399714 3554487 2277865 2971212 471431
15069,339073 1347454 820112 2528493 3790646
15761,2393132 1648433 2086935 2207258 1326614
15791,2839271 3067231 2672014 2368561 74281
16022,873543 1838607 1780508 2004676 1871286
16226,3831662 93304 1508465 1382508 2437501
16923,2967714 1658845 346639 2391664 3840920
17129,677456 170416 2621486 2089117 3583128
17136,2989670 1476700 497483 882266 726853
18357,2609171 3687848 2863395 1227320 3796108
19159,3214500 19153 1748173 328164 1573717
20891,329539 1758488 219962 117733 110343
21071,4730293 1758365 1242683 1316567 1935863
21754,1492886 1827750 1517430 2538334 1048703
21877,2730084 331672 634184 3550139 1344333
21974,1563309 2730084 3705881 3779477 1363985
23305,1580480 2840855 1321053 204966 3526178
24088,204966 1321053 3779477 1363985 2863395
24559,3715820 99354 2272555 845101 166697
25084,551406 2740911 357046 3687848 1791420
26099,1805745 2695959 236691 3502625 1282023
26600,3436058 2285229 2744409 3588703 1576744
27279,2834644 163460 2813239 1717175 3458993
28189,2062243 1678184 126365 844672 1634949
28279,3344679 3046898 3867445 1724901 1764697
28747,1744414 3687318 1169111 1157311 3039886
29654,330859 2213787 715066 1102479 2296151
30913,1321053 2154375 3679249 1580480 2840855
33349,2363964 3195896 497986 2543104 2009725
34111,3702084 654450 1927116 1137294 2115566
35043,1321053 1363985 662501 2840855 2376487
37720,2740759 278322 1864195 3173096 627898
38657,3356977 2693632 950613 3597069 23086
39453,3088096 2785193 2618210 1457317 3826915
39529,3862221 204966 723392 3705881 3588773
39743,3752712 2547173 1558542 2655526 2190582
39944,3705881 1817875 3779477 1074579 1595978
41269,2120528 1626372 1867423 204966 940299
42100,2737599 3847243 567422 1474830 879646
42464,2618210 3144248 1732003 1191101 519961
43109,3463835 3112752 1253474 2458181 3302988
43179,2801420 2663753 1762672 3144155 234836
43404,3066756 194447 1563309 2303972 338393
44880,3551006 3647082 515435 1747164 2471937
