playlist_id,track_ids
7614,3690005 2550706 2706752 1839528 112767
7692,3139217 2820855 2692619 2537327 338400
7816,639543 932946 1347178 2621594 1162917
8225,112767 2141167 2579225 3796108 2828149
8337,1156143 3423162 3615514 3167821 2465700
8369,1903689 3251559 920338 3515396 3842207
8446,1075617 3212294 2398951 1713684 73909
8559,1839142 2848029 152898 360800 3670757
8636,3794036 1074579 162658 1563309 3867738
9344,2788956 1338735 1156133 1998474 2247568
9444,2802723 3007412 1748301 1647509 2529923
10050,1896558 1969864 3498036 3173841 3356950
10732,2290748 3030940 361834 2460756 2942830
11314,2488394 2139856 853925 138078 474023
12268,1307567 3173993 1347472 3843554 2291351
13164,1796561 1710782 2560339 1624238 3403041
13957,3826915 3431460 820620 703393 2399755
14097,2273953 1819065 3147559 2924915 399044
14632,908580 2136509 1368054 2866388 2565868
14952,2277865 1681780 2971212 2942161 3554487
15069,1347454 339073 1850854 2947198 3790646
15761,2393132 2207258 1648433 2086935 3148486
15791,2839271 2537612 2368561 3067231 517902
16022,873543 3787893 2949623 1838607 3705881
16226,3831662 93304 1382508 1508465 768287
16923,346639 3428451 2627946 1735018 3767985
17129,170416 677456 2651691 2692311 2621486
17136,675104 2989670 3295771 1476700 3803684
18357,2609171 3687848 908549 2317663 2133353
19159,19153 1748173 3214500 2953488 3663970
20891,329539 3315468 110343 1758488 1123270
21071,425567 1758365 1935863 4730293 338397
21754,1827750 1492886 4736 2587675 2538334
21877,557919 331672 2912 2730084 1344333
21974,1563309 2643006 2983178 2448296 1137779
23305,1321053 1580480 2840855 3876951 2882802
24088,204966 2840855 3779477 1363985 3862221
24559,3715820 99354 1169207 290206 845101
25084,551406 1791420 548500 1336495 2740911
26099,2695959 3502625 3718744 1805745 1282023
26600,3436058 2285229 1960679 3587228 2316821
27279,3458993 1717175 2034809 2231097 2834644
28189,2062243 1678184 126365 844672 1634949
28279,3344679 3046898 3867445 1724901 1764697
28747,1155313 1744414 1563309 3695273 1169111
29654,1102479 715066 3534181 2863395 330859
30913,1321053 477570 3876951 2950530 2833768
33349,3195896 497986 2543104 2363964 14295
34111,295116 3607816 3702084 1927116 3166665
35043,2376487 2747293 2840855 477570 1363985
37720,2740759 3664926 619726 627898 1864195
38657,2693632 3356977 3597069 950613 23086
39453,2067955 1085284 3796108 1945976 1731010
39529,3862221 3588773 723392 1580480 2840855
39743,1558542 2190582 2547173 268524 3752712
39944,1896558 3197875 1969864 3705881 3356950
41269,3380825 81700 2805517 3779477 2120528
42100,2737599 1474830 879646 3847243 567422
42464,3431460 2618210 519961 2284910 1732003
43109,2178620 1678074 1253474 3034532 2789820
43179,1494923 210729 2801420 2663753 1871594
43404,194447 3066756 1079451 1028579 2882787
44880,3414685 3647082 1563309 3551006 2983164
45305,1871405 3472190 2681450 2010591 2548850
45369,845166 944946 203194 1699495 319005
45962,3705881 1218315 3794036 170846 1209729
47075,3203984 511452 57317 2393702 2801526
49457,2878218 676462 1488456 1209729 2895021
49552,3250478 2247257 690651 1132376 4895132
50749,2004676 3529490 2179403 408580 889547
51884,2473026 730221 1217975 2397954 900513
52770,3212294 3283697 1678253 1133958 136589
53201,3051566 3076030 3801322 709902 3542206
53329,2260616 3030317 2501973 1198228 2203596
53494,3265306 1121299 3143977 1707977 2137124
53716,1208146 3249383 830174 3619889 2719853
54203,2000684 4462759 1075420 2280083 2074480
54519,1210503 3774832 3746398 3050330 2042142
54559,1495432 3435028 3796108 2840867 3638206
56286,3464076 2651848 2661004 724602 2499863
56379,3012776 3393025 1998382 78255 3363185
57288,2795926 2096037 159984 2609171 974932
58156,1694404 1109267 885919 2640113 3293912
58199,3362275 3147501 1985348 2384354 3458993
59501,1680321 199159 1218137 2148640 2744910
59782,2862442 184737 1193299 2793557 1720195
59844,307071 731584 3611723 3034298 4855949
60790,2787855 2334122 183353 2232169 234836
61051,2148459 500735 2161487 1918400 345995
61627,2184638 453894 2547173 450366 153371
62002,992118 388976 2403710 3764330 2971212
62133,3554227 2736461 1233347 3001344 825306
63512,2891044 1879867 3310744 1734325 2020811
63840,868728 1532492 3618497 1343654 3357942
64458,1998388 1812222 1400063 2804104 1547201
64742,2254900 2236369 2856374 2953488 2774982
64946,1790628 2966743 1144958 4895273 1116204
65078,3138311 2317663 431268 2225630 1455989
65535,1966460 1735747 3828446 2021136 2474333
67149,2949174 3225706 1942140 3534181 3682516
67850,601354 2582983 1996209 2486480 2825225
68290,3166665 477570 276186 3862221 1321053
68356,3288626 2031982 1275279 444451 1495432
68491,1205292 3621084 1227320 2699633 1525557
68680,2798924 338407 1819065 279781 2528434
68692,624087 619692 1885462 597782 852849
69141,3251554 3552542 187048 169685 3068350
70468,2594689 3588711 3671801 2909333 2111123
70547,3211082 817123 1736584 1355848 2762435
70966,2834332 910613 1213215 2273905 3542444
71636,276186 685159 2121373 376273 1681693
72286,3839042 1905779 1385101 3539243 2868418
72489,3435317 1040171 3596931 649218 366965
72826,1321667 2316804 449210 427692 571270
73620,2260616 3768225 3428057 2018348 1373873
74942,346503 680665 2173595 814723 1075325
75157,3775380 330800 902224 2664717 285837
76557,1286763 3779477 346147 648387 3214478
76983,3000505 3682516 1885462 558379 2208924
77604,1348258 917927 234836 168531 611017
78538,2834466 3779477 1959462 1531731 2965779
79598,3361557 3729634 3329294 4532444 2858581
82837,2196104 3159698 199146 2280508 908651
82847,204966 2712695 2926939 970234 2821414
82848,833722 715559 1936005 2564266 3824158
82849,2214157 1363985 3503794 2804074 161455
83866,2921284 1363985 2804104 1400063 710124
85451,2889314 2890746 3422265 167248 726383
85624,1421316 1866329 3875973 2815867 2931339
88181,2518527 2622474 3700757 3555219 110947
91566,867525 2533803 2050609 2644874 2733476
92044,471504 3750122 4474831 605218 3050833
94534,1982995 2711020 3877654 1874683 615009
