4249846,700544
11295075,162943
5173442,3316585
4553515,881292
8980476,305122
9010543,3056264
8159538,2342830
5555954,1511837
8710295,3513978
4046958,1192223
21754,3693942
10991416,2419222
6984107,3191688
7254731,1209729
3326944,1683478
7155598,2651119
3077584,1292984
6625368,3550880
11707709,3393053
7563340,83121
7629656,2798159
4415777,1588410
3437638,2825459
11392031,2517772
8333537,3534182
7541194,2696397
10169439,8671
6136154,3369818
6226532,1690006
7069134,1208048
10025680,2069748
8259490,3789086
10948053,1040171
2312144,122376
2967352,357046
4734837,2053531
8659192,3018517
10089383,1822081
3467661,25116
3941926,2819522
3631223,2596017
6285762,3789830
7523877,2812423
6408963,1407045
5324059,162463
539471,1811796
7142521,2967993
3632326,3224864
10766801,2039392
4267369,3156534
6912079,3605630
11521334,1298051
8889711,492036
10393195,1268199
7709624,1580813
10500421,2573229
10964526,2608992
10539280,1867414
10664428,2483913
7619099,2654031
3150241,82542
8223391,153404
10125830,2327582
21071,3692680
7293702,128391
4723698,2526938
10046718,2195091
8369122,3502848
7499955,1212729
7541524,3021833
3593169,3261293
5442393,3362015
11368101,1887516
7788166,2789819
11038970,3543378
8383556,74702
5219763,2891968
3860508,3044962
3546862,270419
21071,2582953
4286768,1905863
3941926,675104
4693216,1269244
4503704,1909019
10315270,2706765
7050491,2256638
10470499,1448070
11485802,65158
8259571,82542
5133179,1069197
7359683,1516381
11476617,1916811
6540119,459966
8008265,1563309
11088718,1881154
1018282,2949623
4677221,1227320
5822007,550604
7271254,2828094
8659192,111426
7541389,352903
3520895,1481070
546111,2997985
10182942,185169
10287297,1263578
6683436,2535849
7349096,550604
6724316,1158818
11368585,2022588
8900038,3379233
1978942,1569466
6001088,3427643
3452583,1947855
8242724,1900306
7707304,3241434
10681721,1269244
8407642,2838605
6152226,662501
2939508,2263475
8471775,1993929
4493238,3007591
10657098,3542444
7300357,1332793
4981387,1643137
11396283,2204690
11560511,908549
68290,2370923
6708460,1670042
3769509,1788074
10494456,1913454
6819624,2948833
3961762,2429069
4361248,425248
7096673,661204
7359683,3581933
4335519,2970407
4360542,1153402
1916438,1394335
3299043,2805051
7541684,2667736
7246219,1343353
8798974,942373
6540119,3067010
8512953,3144155
8944625,1320168
8378286,3161438
11547027,3570539
8770508,159817
8572406,1691119
8600227,515030
3596722,3636874
5335969,3705881
8662530,1326129
6705156,417545
2425249,3555352
8834042,2989722
10879633,2027001
128537,3262994
3478336,3118835
1020298,2436733
4666494,1104242
10940648,2840867
8762686,2289753
7064283,862851
4085931,2994241
5687342,2957846
11135111,1066956
3835637,88741
5252227,2673582
8545245,1707977
10853604,3387674
4277862,2942812
4071440,1188793
3753328,2552774
2044419,1580480
24088,1081450
8157670,1629296
5797466,3362168
202938,1348630
7998651,1966460
6423102,1035294
6649528,3721253
5146414,3169472
6533037,465275
8983740,3693399
8312289,2075862
8456826,693476
8974344,3575766
11022017,104652
5929540,2126107
1087499,1231925
7316299,1914962
3764350,1508955
7358886,1260111
8989294,222092
7064793,375801
3472270,1281245
6296936,1671012
247462,3295890
4161369,3581609
6691667,2801870
6809391,2016533
8597060,1913997
6391024,3715624
3769509,2950465
3062166,3801230
6032665,287294
10182942,1935713
5961266,715562
5391557,3853154
5805628,3419856
7142521,1831446
6037603,2247230
4571969,1942992
5476712,2721230
4929729,221724
5528022,232314
4892350,3734020
4043066,954672
332080,345153
2423572,3211398
3591743,2844852
6748913,2855868
95221,2902714
5600317,2115452
3505566,1755984
6410577,3715820
8285104,676393
7654797,1234121
10663127,675002
10500260,44431
11747192,1782538
10301135,3207116
6081419,2148551
5323264,1584266
7102572,142457
3579647,4752
8313775,2251584
11395085,488259
8333537,3504131
7537022,2647489
3980725,491748
7602079,3588711
7619099,1607128
5869556,3826325
6119340,3344156
7689260,2651635
5344121,3509139
5323264,2175437
6108009,1419653
10596779,887445
3005988,293758
8486347,1563309
3861387,3034536
6890636,232252
7304443,3211837
7813690,1187176
6819084,3641461
7647354,2615021
4352112,1721141
2579662,3147717
7668834,1132420
10161557,2833461
8512953,2886496
5012475,1998436
5886164,3679305
11596553,3362168
713681,2654844
10606667,1669814
3685865,3130408
802688,443437
4048726,1611640
3814197,2609171
436330,357728
7445403,699726
10301672,2829030
5264213,1203398
114174,3636484
8842893,1170725
8286757,1310789
10562075,3522653
8315050,2834644
10808453,2845992
8369122,530573
5317908,2249354
6884154,1169254
4674184,3701751
4329871,2071965
2995117,3689789
11352591,1581357
10757061,3737562
3238447,2061885
11579718,343446
3505566,3097199
4572771,961119
11275117,3842207
10916607,3666106
10053254,2773123
3383741,2812622
8656823,3107465
3135468,2062523
4300061,2942274
91566,206487
5594833,497483
4661614,1559203
7007487,2115512
3502467,109392
3504523,2875489
203090,1818779
10737091,2213958
10602252,2384462
5835478,2808950
11473979,139131
4133157,1337610
626094,1864599
7541627,3825652
2917747,3472737
10163956,1912280
1397287,1105456
8057033,1968631
105214,2673648
8533849,3674209
8065423,2010668
7086709,2425610
8488129,2077024
6014412,3755398
5883523,2814697
2228732,1903822
2267628,3470374
10673993,1249965
6441029,2938560
7542211,4737538
10300399,2245532
2954312,2457546
6480390,844543
6403645,3783593
3337344,1463003
6618558,1707931
7911906,3251957
4560682,2895494
3754720,3340814
6642185,2960887
10180849,2470841
11326487,3389853
7754190,3602909
341899,2013545
8836002,1767081
4648844,3477389
5522007,1673061
8360537,2535154
1180364,1791267
4561608,2782223
4441651,2781973
3539118,1297735
5361585,1228835
551237,2153004
2032241,1929948
10865766,3522399
3793858,3098981
1460623,2577601
5716380,3789763
5301051,1073057
6267703,269274
5437129,1205031
290240,73817
10772937,390395
7698436,2875598
6442881,170614
7155598,3182180
8025588,408580
6152226,3828823
8974344,1069218
8309877,3113091
7986709,1691152
10629812,3098981
3739869,2722800
8367121,1613956
7908054,1199936
3924675,3080777
203090,1831446
7541392,2407722
889504,2260613
6385850,3706460
3396279,2323249
10179663,2214979
4452027,3583081
10237418,3780538
10847022,1708308
5840206,3484347
11128860,2794123
10143883,2160453
5765299,2550702
7719298,1525557
6432549,2610018
10753180,3688674
76557,3581210
97569,194443
2939508,2249324
11221000,1076524
1787814,184181
5861643,2653994
5415417,209196
4332380,3024648
6441029,3773655
8576323,3671644
2109774,3712298
6676048,3290803
10053254,2927648
7689260,2723870
7604801,2840867
8820548,2716989
8057033,840796
11594389,710124
11490052,2618210
10229652,2805051
6604098,999638
290240,325804
3718373,1617788
10874551,3751393
10700998,3557709
8078464,1259711
5056106,1059244
6390530,2672014
7554746,3056900
5234120,926026
10979266,60296
10019921,288039
6935017,1352629
5650427,2537118
10602252,1503168
7653681,2902702
10792870,2965967
3549726,3643997
4043066,2926600
5133179,1868809
956417,2021136
2939452,1090795
6715439,3866410
814133,2791377
10167316,2793153
6296233,4616507
1423242,1306573
8347942,2367877
181604,3658117
8071502,3329161
3952003,2584586
5115208,473029
5690240,620699
10804857,842043
935383,2642801
10282989,3234167
2158156,2754797
305778,170754
8020774,15131
8189538,808717
6571054,2177506
3092192,822364
8756083,3573825
6607982,2837132
8822386,1817363
10614182,4495575
10143883,3822638
2922195,1265718
7795943,2456334
10216267,1611073
11176080,2288561
6309666,3234167
7337590,3629307
8124893,1191105
3085389,489605
11305206,3442029
7734803,2186164
34111,2805520
8770508,2706765
3579647,98752
6889362,1818311
4641507,3802430
971166,2905822
11359138,2456518
53716,2647283
3788421,2950530
11644524,1569879
6104803,3189275
5271638,2597503
10320724,3522428
10453282,2790483
2526226,1580480
1039456,1868706
475881,3050833
4107371,2110775
7892011,792692
2400959,2240506
5250485,2878218
8876485,3262995
11352591,1576744
8869372,2981246
6750826,1136455
6987821,2405930
8564265,3789763
6715439,1873420
7704885,3749486
10356493,1338161
5961266,2014545
11555084,2552845
7812734,1470337
8223391,1598602
8553301,830263
5644659,2828094
5684265,491626
11524456,87269
8323524,119222
1944194,3062767
1933140,1075325
3672258,435283
7541132,2765601
10248698,2018091
10657108,544010
5864505,1906074
6217157,2830848
11490243,1268199
8549911,3720073
1152345,463608
10836379,543538
8323524,194980
8223391,1105456
5827516,1847374
5894586,1530472
4156383,2441467
2143910,1363985
10614330,541675
8201693,1634949
5602166,1428519
11013790,2068741
4917648,1804568
11514014,497706
165862,814123
7879676,416692
11764027,379943
4711719,1203090
7684786,3141621
2888840,2008458
304021,3700757
7548053,425333
8351243,1580523
7254731,3750122
7423034,3689789
1018282,194447
6408150,1663866
935383,634839
7541276,158055
3861387,1580480
6623262,209240
6736510,2949153
5445890,3288406
5179997,81965
2425249,1885462
4145238,500882
10465526,626095
4013172,648128
7138545,1447258
8797329,1348258
5157547,3342846
10489476,3182813
8615299,648545
6623370,1896562
7242606,3621721
